Central Profile,,,Eastern Profile,,,Western Profile,,
-7961505.679,5435732.669,0.743833302,-7869563.679,5443670.669,0.743833302,-8062047.679,5423826.669,0.743833302
-7961519.268,5435831.741,0.745355992,-7869577.268,5443769.741,0.745355992,-8062061.268,5423925.741,0.745355992
-7961532.857,5435930.814,0.746875578,-7869590.857,5443868.814,0.746875578,-8062074.857,5424024.814,0.746875578
-7961546.446,5436029.886,0.748392078,-7869604.446,5443967.886,0.748392078,-8062088.446,5424123.886,0.748392078
-7961560.035,5436128.959,0.749905512,-7869618.035,5444066.959,0.749905512,-8062102.035,5424222.959,0.749905512
-7961573.623,5436228.031,0.751415897,-7869631.623,5444166.031,0.751415897,-8062115.623,5424322.031,0.751415897
-7961587.212,5436327.103,0.752923252,-7869645.212,5444265.103,0.752923252,-8062129.212,5424421.103,0.752923252
-7961600.801,5436426.176,0.754427596,-7869658.801,5444364.176,0.754427596,-8062142.801,5424520.176,0.754427596
-7961614.39,5436525.248,0.755928946,-7869672.39,5444463.248,0.755928946,-8062156.39,5424619.248,0.755928946
-7961627.979,5436624.321,0.75742732,-7869685.979,5444562.321,0.75742732,-8062169.979,5424718.321,0.75742732
-7961641.568,5436723.393,0.758922736,-7869699.568,5444661.393,0.758922736,-8062183.568,5424817.393,0.758922736
-7961655.156,5436822.466,0.760415211,-7869713.156,5444760.466,0.760415211,-8062197.156,5424916.466,0.760415211
-7961668.745,5436921.538,0.761904762,-7869726.745,5444859.538,0.761904762,-8062210.745,5425015.538,0.761904762
-7961682.334,5437020.61,0.763391407,-7869740.334,5444958.61,0.763391407,-8062224.334,5425114.61,0.763391407
-7961695.923,5437119.683,0.764875162,-7869753.923,5445057.683,0.764875162,-8062237.923,5425213.683,0.764875162
-7961709.512,5437218.755,0.766356045,-7869767.512,5445156.755,0.766356045,-8062251.512,5425312.755,0.766356045
-7961723.101,5437317.828,0.767834071,-7869781.101,5445255.828,0.767834071,-8062265.101,5425411.828,0.767834071
-7961736.69,5437416.9,0.769309258,-7869794.69,5445354.9,0.769309258,-8062278.69,5425510.9,0.769309258
-7961750.278,5437515.972,0.770781622,-7869808.278,5445453.972,0.770781622,-8062292.278,5425609.972,0.770781622
-7961763.867,5437615.045,0.772251178,-7869821.867,5445553.045,0.772251178,-8062305.867,5425709.045,0.772251178
-7961777.456,5437714.117,0.773717943,-7869835.456,5445652.117,0.773717943,-8062319.456,5425808.117,0.773717943
-7961791.045,5437813.19,0.775181933,-7869849.045,5445751.19,0.775181933,-8062333.045,5425907.19,0.775181933
-7961804.634,5437912.262,0.776643163,-7869862.634,5445850.262,0.776643163,-8062346.634,5426006.262,0.776643163
-7961818.223,5438011.334,0.778101649,-7869876.223,5445949.334,0.778101649,-8062360.223,5426105.334,0.778101649
-7961831.811,5438110.407,0.779557407,-7869889.811,5446048.407,0.779557407,-8062373.811,5426204.407,0.779557407
-7961845.4,5438209.479,0.781010451,-7869903.4,5446147.479,0.781010451,-8062387.4,5426303.479,0.781010451
-7961858.989,5438308.552,0.782460796,-7869916.989,5446246.552,0.782460796,-8062400.989,5426402.552,0.782460796
-7961872.578,5438407.624,0.783908459,-7869930.578,5446345.624,0.783908459,-8062414.578,5426501.624,0.783908459
-7961886.167,5438506.697,0.785353452,-7869944.167,5446444.697,0.785353452,-8062428.167,5426600.697,0.785353452
-7961899.756,5438605.769,0.786795792,-7869957.756,5446543.769,0.786795792,-8062441.756,5426699.769,0.786795792
-7961913.345,5438704.841,0.788235493,-7869971.345,5446642.841,0.788235493,-8062455.345,5426798.841,0.788235493
-7961926.933,5438803.914,0.789672569,-7869984.933,5446741.914,0.789672569,-8062468.933,5426897.914,0.789672569
-7961940.522,5438902.986,0.791107035,-7869998.522,5446840.986,0.791107035,-8062482.522,5426996.986,0.791107035
-7961954.111,5439002.059,0.792538904,-7870012.111,5446940.059,0.792538904,-8062496.111,5427096.059,0.792538904
-7961967.7,5439101.131,0.793968191,-7870025.7,5447039.131,0.793968191,-8062509.7,5427195.131,0.793968191
-7961981.289,5439200.203,0.795394909,-7870039.289,5447138.203,0.795394909,-8062523.289,5427294.203,0.795394909
-7961994.878,5439299.276,0.796819073,-7870052.878,5447237.276,0.796819073,-8062536.878,5427393.276,0.796819073
-7962008.467,5439398.348,0.798240696,-7870066.467,5447336.348,0.798240696,-8062550.467,5427492.348,0.798240696
-7962022.055,5439497.421,0.799659792,-7870080.055,5447435.421,0.799659792,-8062564.055,5427591.421,0.799659792
-7962035.644,5439596.493,0.801076373,-7870093.644,5447534.493,0.801076373,-8062577.644,5427690.493,0.801076373
-7962049.233,5439695.566,0.802490455,-7870107.233,5447633.566,0.802490455,-8062591.233,5427789.566,0.802490455
-7962062.822,5439794.638,0.803902048,-7870120.822,5447732.638,0.803902048,-8062604.822,5427888.638,0.803902048
-7962076.411,5439893.71,0.805311168,-7870134.411,5447831.71,0.805311168,-8062618.411,5427987.71,0.805311168
-7962090,5439992.783,0.806717826,-7870148,5447930.783,0.806717826,-8062632,5428086.783,0.806717826
-7962103.588,5440091.855,0.808122036,-7870161.588,5448029.855,0.808122036,-8062645.588,5428185.855,0.808122036
-7962117.177,5440190.928,0.80952381,-7870175.177,5448128.928,0.80952381,-8062659.177,5428284.928,0.80952381
-7962130.766,5440290,0.81092316,-7870188.766,5448228,0.81092316,-8062672.766,5428384,0.81092316
-7962144.355,5440389.072,0.8123201,-7870202.355,5448327.072,0.8123201,-8062686.355,5428483.072,0.8123201
-7962157.944,5440488.145,0.813714642,-7870215.944,5448426.145,0.813714642,-8062699.944,5428582.145,0.813714642
-7962171.533,5440587.217,0.815106799,-7870229.533,5448525.217,0.815106799,-8062713.533,5428681.217,0.815106799
-7962185.122,5440686.29,0.816496581,-7870243.122,5448624.29,0.816496581,-8062727.122,5428780.29,0.816496581
-7962198.71,5440785.362,0.817884002,-7870256.71,5448723.362,0.817884002,-8062740.71,5428879.362,0.817884002
-7962212.299,5440884.435,0.819269073,-7870270.299,5448822.435,0.819269073,-8062754.299,5428978.435,0.819269073
-7962225.888,5440983.507,0.820651807,-7870283.888,5448921.507,0.820651807,-8062767.888,5429077.507,0.820651807
-7962239.477,5441082.579,0.822032214,-7870297.477,5449020.579,0.822032214,-8062781.477,5429176.579,0.822032214
-7962253.066,5441181.652,0.823410308,-7870311.066,5449119.652,0.823410308,-8062795.066,5429275.652,0.823410308
-7962266.655,5441280.724,0.824786099,-7870324.655,5449218.724,0.824786099,-8062808.655,5429374.724,0.824786099
-7962280.244,5441379.797,0.826159599,-7870338.244,5449317.797,0.826159599,-8062822.244,5429473.797,0.826159599
-7962293.832,5441478.869,0.827530819,-7870351.832,5449416.869,0.827530819,-8062835.832,5429572.869,0.827530819
-7962307.421,5441577.941,0.828899771,-7870365.421,5449515.941,0.828899771,-8062849.421,5429671.941,0.828899771
-7962321.01,5441677.014,0.830266465,-7870379.01,5449615.014,0.830266465,-8062863.01,5429771.014,0.830266465
-7962334.599,5441776.086,0.831630914,-7870392.599,5449714.086,0.831630914,-8062876.599,5429870.086,0.831630914
-7962348.188,5441875.159,0.832993128,-7870406.188,5449813.159,0.832993128,-8062890.188,5429969.159,0.832993128
-7962361.777,5441974.231,0.834353118,-7870419.777,5449912.231,0.834353118,-8062903.777,5430068.231,0.834353118
-7962375.365,5442073.303,0.835710894,-7870433.365,5450011.303,0.835710894,-8062917.365,5430167.303,0.835710894
-7962388.954,5442172.376,0.837066468,-7870446.954,5450110.376,0.837066468,-8062930.954,5430266.376,0.837066468
-7962402.543,5442271.448,0.838419851,-7870460.543,5450209.448,0.838419851,-8062944.543,5430365.448,0.838419851
-7962416.132,5442370.521,0.839771052,-7870474.132,5450308.521,0.839771052,-8062958.132,5430464.521,0.839771052
-7962429.721,5442469.593,0.841120083,-7870487.721,5450407.593,0.841120083,-8062971.721,5430563.593,0.841120083
-7962443.31,5442568.666,0.842466953,-7870501.31,5450506.666,0.842466953,-8062985.31,5430662.666,0.842466953
-7962456.899,5442667.738,0.843811674,-7870514.899,5450605.738,0.843811674,-8062998.899,5430761.738,0.843811674
-7962470.487,5442766.81,0.845154255,-7870528.487,5450704.81,0.845154255,-8063012.487,5430860.81,0.845154255
-7962484.076,5442865.883,0.846494706,-7870542.076,5450803.883,0.846494706,-8063026.076,5430959.883,0.846494706
-7962497.665,5442964.955,0.847833039,-7870555.665,5450902.955,0.847833039,-8063039.665,5431058.955,0.847833039
-7962511.254,5443064.028,0.849169262,-7870569.254,5451002.028,0.849169262,-8063053.254,5431158.028,0.849169262
-7962524.843,5443163.1,0.850503386,-7870582.843,5451101.1,0.850503386,-8063066.843,5431257.1,0.850503386
-7962538.432,5443262.172,0.85183542,-7870596.432,5451200.172,0.85183542,-8063080.432,5431356.172,0.85183542
-7962552.02,5443361.245,0.853165375,-7870610.02,5451299.245,0.853165375,-8063094.02,5431455.245,0.853165375
-7962565.609,5443460.317,0.854493259,-7870623.609,5451398.317,0.854493259,-8063107.609,5431554.317,0.854493259
-7962579.198,5443559.39,0.855819084,-7870637.198,5451497.39,0.855819084,-8063121.198,5431653.39,0.855819084
-7962592.787,5443658.462,0.857142857,-7870650.787,5451596.462,0.857142857,-8063134.787,5431752.462,0.857142857
-7962606.376,5443757.535,0.858464589,-7870664.376,5451695.535,0.858464589,-8063148.376,5431851.535,0.858464589
-7962619.965,5443856.607,0.85978429,-7870677.965,5451794.607,0.85978429,-8063161.965,5431950.607,0.85978429
-7962633.554,5443955.679,0.861101968,-7870691.554,5451893.679,0.861101968,-8063175.554,5432049.679,0.861101968
-7962647.142,5444054.752,0.862417632,-7870705.142,5451992.752,0.862417632,-8063189.142,5432148.752,0.862417632
-7962660.731,5444153.824,0.863731293,-7870718.731,5452091.824,0.863731293,-8063202.731,5432247.824,0.863731293
-7962674.32,5444252.897,0.865042958,-7870732.32,5452190.897,0.865042958,-8063216.32,5432346.897,0.865042958
-7962687.909,5444351.969,0.866352638,-7870745.909,5452289.969,0.866352638,-8063229.909,5432445.969,0.866352638
-7962701.498,5444451.041,0.867660341,-7870759.498,5452389.041,0.867660341,-8063243.498,5432545.041,0.867660341
-7962715.087,5444550.114,0.868966076,-7870773.087,5452488.114,0.868966076,-8063257.087,5432644.114,0.868966076
-7962728.676,5444649.186,0.870269852,-7870786.676,5452587.186,0.870269852,-8063270.676,5432743.186,0.870269852
-7962742.264,5444748.259,0.871571677,-7870800.264,5452686.259,0.871571677,-8063284.264,5432842.259,0.871571677
-7962755.853,5444847.331,0.872871561,-7870813.853,5452785.331,0.872871561,-8063297.853,5432941.331,0.872871561
-7962769.442,5444946.403,0.874169512,-7870827.442,5452884.403,0.874169512,-8063311.442,5433040.403,0.874169512
-7962783.031,5445045.476,0.875465539,-7870841.031,5452983.476,0.875465539,-8063325.031,5433139.476,0.875465539
-7962796.62,5445144.548,0.87675965,-7870854.62,5453082.548,0.87675965,-8063338.62,5433238.548,0.87675965
-7962810.209,5445243.621,0.878051853,-7870868.209,5453181.621,0.878051853,-8063352.209,5433337.621,0.878051853
-7962823.797,5445342.693,0.879342158,-7870881.797,5453280.693,0.879342158,-8063365.797,5433436.693,0.879342158
-7962837.386,5445441.766,0.880630572,-7870895.386,5453379.766,0.880630572,-8063379.386,5433535.766,0.880630572
-7962850.975,5445540.838,0.881917104,-7870908.975,5453478.838,0.881917104,-8063392.975,5433634.838,0.881917104
-7962864.564,5445639.91,0.883201761,-7870922.564,5453577.91,0.883201761,-8063406.564,5433733.91,0.883201761
-7962878.153,5445738.983,0.884484553,-7870936.153,5453676.983,0.884484553,-8063420.153,5433832.983,0.884484553
-7962891.742,5445838.055,0.885765488,-7870949.742,5453776.055,0.885765488,-8063433.742,5433932.055,0.885765488
-7962905.331,5445937.128,0.887044572,-7870963.331,5453875.128,0.887044572,-8063447.331,5434031.128,0.887044572
-7962918.919,5446036.2,0.888321815,-7870976.919,5453974.2,0.888321815,-8063460.919,5434130.2,0.888321815
-7962932.508,5446135.272,0.889597223,-7870990.508,5454073.272,0.889597223,-8063474.508,5434229.272,0.889597223
-7962946.097,5446234.345,0.890870806,-7871004.097,5454172.345,0.890870806,-8063488.097,5434328.345,0.890870806
-7962959.686,5446333.417,0.892142571,-7871017.686,5454271.417,0.892142571,-8063501.686,5434427.417,0.892142571
-7962973.275,5446432.49,0.893412526,-7871031.275,5454370.49,0.893412526,-8063515.275,5434526.49,0.893412526
-7962986.864,5446531.562,0.894680678,-7871044.864,5454469.562,0.894680678,-8063528.864,5434625.562,0.894680678
-7963000.452,5446630.635,0.895947034,-7871058.452,5454568.635,0.895947034,-8063542.452,5434724.635,0.895947034
-7963014.041,5446729.707,0.897211604,-7871072.041,5454667.707,0.897211604,-8063556.041,5434823.707,0.897211604
-7963027.63,5446828.779,0.898474394,-7871085.63,5454766.779,0.898474394,-8063569.63,5434922.779,0.898474394
-7963041.219,5446927.852,0.899735411,-7871099.219,5454865.852,0.899735411,-8063583.219,5435021.852,0.899735411
-7963054.808,5447026.924,0.900994663,-7871112.808,5454964.924,0.900994663,-8063596.808,5435120.924,0.900994663
-7963068.397,5447125.997,0.902252158,-7871126.397,5455063.997,0.902252158,-8063610.397,5435219.997,0.902252158
-7963081.986,5447225.069,0.903507903,-7871139.986,5455163.069,0.903507903,-8063623.986,5435319.069,0.903507903
-7963095.574,5447324.141,0.904761905,-7871153.574,5455262.141,0.904761905,-8063637.574,5435418.141,0.904761905
-7963109.163,5447423.214,0.906014171,-7871167.163,5455361.214,0.906014171,-8063651.163,5435517.214,0.906014171
-7963122.752,5447522.286,0.907264709,-7871180.752,5455460.286,0.907264709,-8063664.752,5435616.286,0.907264709
-7963136.341,5447621.359,0.908513525,-7871194.341,5455559.359,0.908513525,-8063678.341,5435715.359,0.908513525
-7963149.93,5447720.431,0.909760627,-7871207.93,5455658.431,0.909760627,-8063691.93,5435814.431,0.909760627
-7963163.519,5447819.503,0.911006022,-7871221.519,5455757.503,0.911006022,-8063705.519,5435913.503,0.911006022
-7963177.108,5447918.576,0.912249717,-7871235.108,5455856.576,0.912249717,-8063719.108,5436012.576,0.912249717
-7963190.696,5448017.648,0.913491719,-7871248.696,5455955.648,0.913491719,-8063732.696,5436111.648,0.913491719
-7963204.285,5448116.721,0.914732034,-7871262.285,5456054.721,0.914732034,-8063746.285,5436210.721,0.914732034
-7963217.874,5448215.793,0.91597067,-7871275.874,5456153.793,0.91597067,-8063759.874,5436309.793,0.91597067
-7963231.463,5448314.866,0.917207633,-7871289.463,5456252.866,0.917207633,-8063773.463,5436408.866,0.917207633
-7963245.052,5448413.938,0.91844293,-7871303.052,5456351.938,0.91844293,-8063787.052,5436507.938,0.91844293
-7963258.641,5448513.01,0.919676567,-7871316.641,5456451.01,0.919676567,-8063800.641,5436607.01,0.919676567
-7963272.229,5448612.083,0.920908553,-7871330.229,5456550.083,0.920908553,-8063814.229,5436706.083,0.920908553
-7963285.818,5448711.155,0.922138892,-7871343.818,5456649.155,0.922138892,-8063827.818,5436805.155,0.922138892
-7963299.407,5448810.228,0.923367592,-7871357.407,5456748.228,0.923367592,-8063841.407,5436904.228,0.923367592
-7963312.996,5448909.3,0.924594659,-7871370.996,5456847.3,0.924594659,-8063854.996,5437003.3,0.924594659
-7963326.585,5449008.372,0.9258201,-7871384.585,5456946.372,0.9258201,-8063868.585,5437102.372,0.9258201
-7963340.174,5449107.445,0.927043921,-7871398.174,5457045.445,0.927043921,-8063882.174,5437201.445,0.927043921
-7963353.763,5449206.517,0.928266128,-7871411.763,5457144.517,0.928266128,-8063895.763,5437300.517,0.928266128
-7963367.351,5449305.59,0.929486728,-7871425.351,5457243.59,0.929486728,-8063909.351,5437399.59,0.929486728
-7963380.94,5449404.662,0.930705728,-7871438.94,5457342.662,0.930705728,-8063922.94,5437498.662,0.930705728
-7963394.529,5449503.735,0.931923133,-7871452.529,5457441.735,0.931923133,-8063936.529,5437597.735,0.931923133
-7963408.118,5449602.807,0.93313895,-7871466.118,5457540.807,0.93313895,-8063950.118,5437696.807,0.93313895
-7963421.707,5449701.879,0.934353184,-7871479.707,5457639.879,0.934353184,-8063963.707,5437795.879,0.934353184
-7963435.296,5449800.952,0.935565843,-7871493.296,5457738.952,0.935565843,-8063977.296,5437894.952,0.935565843
-7963448.885,5449900.024,0.936776932,-7871506.885,5457838.024,0.936776932,-8063990.885,5437994.024,0.936776932
-7963462.473,5449999.097,0.937986457,-7871520.473,5457937.097,0.937986457,-8064004.473,5438093.097,0.937986457
-7963476.062,5450098.169,0.939194425,-7871534.062,5458036.169,0.939194425,-8064018.062,5438192.169,0.939194425
-7963489.651,5450197.241,0.940400841,-7871547.651,5458135.241,0.940400841,-8064031.651,5438291.241,0.940400841
-7963503.24,5450296.314,0.941605711,-7871561.24,5458234.314,0.941605711,-8064045.24,5438390.314,0.941605711
-7963516.829,5450395.386,0.942809042,-7871574.829,5458333.386,0.942809042,-8064058.829,5438489.386,0.942809042
-7963530.418,5450494.459,0.944010838,-7871588.418,5458432.459,0.944010838,-8064072.418,5438588.459,0.944010838
-7963544.006,5450593.531,0.945211107,-7871602.006,5458531.531,0.945211107,-8064086.006,5438687.531,0.945211107
-7963557.595,5450692.603,0.946409853,-7871615.595,5458630.603,0.946409853,-8064099.595,5438786.603,0.946409853
-7963571.184,5450791.676,0.947607083,-7871629.184,5458729.676,0.947607083,-8064113.184,5438885.676,0.947607083
-7963584.773,5450890.748,0.948802802,-7871642.773,5458828.748,0.948802802,-8064126.773,5438984.748,0.948802802
-7963598.362,5450989.821,0.949997016,-7871656.362,5458927.821,0.949997016,-8064140.362,5439083.821,0.949997016
-7963611.951,5451088.893,0.951189731,-7871669.951,5459026.893,0.951189731,-8064153.951,5439182.893,0.951189731
-7963625.54,5451187.966,0.952380952,-7871683.54,5459125.966,0.952380952,-8064167.54,5439281.966,0.952380952
-7963639.128,5451287.038,0.953570685,-7871697.128,5459225.038,0.953570685,-8064181.128,5439381.038,0.953570685
-7963652.717,5451386.11,0.954758936,-7871710.717,5459324.11,0.954758936,-8064194.717,5439480.11,0.954758936
-7963666.306,5451485.183,0.95594571,-7871724.306,5459423.183,0.95594571,-8064208.306,5439579.183,0.95594571
-7963679.895,5451584.255,0.957131012,-7871737.895,5459522.255,0.957131012,-8064221.895,5439678.255,0.957131012
-7963693.484,5451683.328,0.958314847,-7871751.484,5459621.328,0.958314847,-8064235.484,5439777.328,0.958314847
-7963707.073,5451782.4,0.959497223,-7871765.073,5459720.4,0.959497223,-8064249.073,5439876.4,0.959497223
-7963720.661,5451881.472,0.960678143,-7871778.661,5459819.472,0.960678143,-8064262.661,5439975.472,0.960678143
-7963734.25,5451980.545,0.961857613,-7871792.25,5459918.545,0.961857613,-8064276.25,5440074.545,0.961857613
